"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.533288750E0,7.752229156E0,-8.716523895E0,2.366578674E-1,1.166751270E1
2.543347750E0,7.686366119E0,-8.344248047E0,-3.158432007E-2,1.134494148E1
2.553406750E0,7.632777557E0,-7.737110596E0,-3.323089600E-1,1.087348163E1
2.563465750E0,7.749684448E0,-7.270680542E0,-4.421804810E-1,1.063559722E1
2.573524750E0,7.929161224E0,-6.885381775E0,-2.260299683E-1,1.050386450E1
2.583583750E0,8.020022278E0,-6.576723633E0,2.633024597E-1,1.037513273E1
2.593642750E0,8.109536133E0,-6.423592072E0,8.443940735E-1,1.037979348E1
2.603701750E0,8.237669678E0,-6.452032928E0,1.363364868E0,1.055209431E1
2.613760750E0,8.356672211E0,-6.470294952E0,1.858684845E0,1.073095506E1
2.623819750E0,8.362510071E0,-6.513105927E0,2.320923615E0,1.085075158E1
2.633877750E0,8.291407928E0,-6.560257874E0,2.741548920E0,1.092247771E1
2.643936750E0,8.003855896E0,-6.619534607E0,3.076402588E0,1.083255282E1
2.653995750E0,7.619604950E0,-6.583309937E0,3.224145355E0,1.057324277E1
2.664054750E0,7.314988403E0,-6.572232971E0,3.304977264E0,1.037430365E1
2.674113750E0,7.021149445E0,-6.583759003E0,3.352278900E0,1.019216346E1
2.684172750E0,6.784192200E0,-6.540498962E0,3.362607422E0,1.000552443E1
2.694231750E0,6.654711456E0,-6.525380402E0,3.226839752E0,9.862974639E0
2.704290750E0,6.657405853E0,-6.492149506E0,3.094514923E0,9.800259206E0
2.714349750E0,6.610852661E0,-6.373895416E0,2.975961456E0,9.653303179E0
2.724408750E0,6.461163940E0,-6.258485413E0,2.853815460E0,9.437136314E0
2.734467750E0,6.255940704E0,-6.208639069E0,2.599943390E0,9.189325264E0
2.744525750E0,6.122418365E0,-6.190826111E0,2.256557465E0,8.994575375E0
2.754584750E0,6.158044281E0,-6.213578796E0,1.944157104E0,8.961574509E0
2.764643750E0,5.973328400E0,-6.273154907E0,1.592089233E0,8.807262502E0
2.774702750E0,5.675148468E0,-6.388714600E0,1.058149567E0,8.610613502E0
2.784761750E0,5.455854492E0,-6.659202118E0,3.867956543E-1,8.617478283E0
2.794820750E0,5.229375458E0,-7.145241394E0,-3.023712158E-1,8.859586368E0
2.804879750E0,5.143903198E0,-7.585625610E0,-8.190966797E-1,9.201759364E0
2.814938750E0,5.150489502E0,-7.886350250E0,-1.124162292E0,9.486084716E0
2.824997750E0,5.239254913E0,-8.179440765E0,-1.383423157E0,9.811569850E0
2.835056750E0,5.354365540E0,-8.505163422E0,-1.682800598E0,1.019013508E1
2.845114750E0,5.392087097E0,-8.678802338E0,-1.953587494E0,1.040253418E1
2.855173750E0,5.550008698E0,-8.681496735E0,-2.148033142E0,1.052544671E1
2.865232750E0,5.867348785E0,-8.702902222E0,-2.225422211E0,1.072934261E1
2.875291750E0,6.380781097E0,-8.983568573E0,-2.287243652E0,1.125390400E1
