"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.119207042E0,3.608246613E0,2.483335876E0,5.595963135E0,7.106419921E0
1.129191042E0,4.461023254E0,1.828447723E0,5.812413025E0,7.551694825E0
1.139176042E0,5.854325867E0,1.043480072E0,5.815855865E0,8.317821918E0
1.149161042E0,6.787934418E0,7.541317749E-1,5.990392914E0,9.084579003E0
1.159146042E0,7.440128174E0,1.003962250E0,6.194867706E0,9.733438927E0
1.169131042E0,7.492818604E0,1.077908478E0,6.028264160E0,9.676992616E0
1.179115042E0,7.016658783E0,7.282356262E-1,5.550757141E0,8.976342933E0
1.189100042E0,6.935228119E0,1.064286804E0,4.989873505E0,8.609816087E0
1.199085042E0,7.498057709E0,1.883832550E0,4.331991577E0,8.862045221E0
1.209070042E0,8.149652710E0,2.575544128E0,4.009861450E0,9.440829185E0
1.219055042E0,8.580307159E0,2.777773590E0,3.904779968E0,9.827766973E0
1.229039042E0,8.748407593E0,3.020568695E0,3.904779968E0,1.004518677E1
1.239024042E0,8.819060669E0,2.700983276E0,4.089795227E0,1.008947802E1
1.249009042E0,9.378297729E0,1.951641541E0,4.592899017E0,1.062337491E1
1.258994042E0,9.768236847E0,1.413510590E0,5.257516937E0,1.118293108E1
1.268979042E0,9.426647186E0,1.389859772E0,5.780229950E0,1.114470482E1
1.278964042E0,8.918903046E0,1.950593719E0,6.210435333E0,1.104179127E1
1.288948042E0,8.630003815E0,2.502196655E0,6.368356934E0,1.101335208E1
1.298933042E0,8.768765259E0,2.667752380E0,6.305487671E0,1.112507626E1
1.308918042E0,9.253756714E0,2.775528259E0,6.322851562E0,1.154616916E1
1.318903042E0,9.601333923E0,2.986289978E0,6.268664246E0,1.184903761E1
1.328888042E0,9.611363068E0,3.218157806E0,6.177354126E0,1.186990074E1
1.338872042E0,9.441466370E0,3.393592987E0,6.226751404E0,1.180805630E1
1.348857042E0,9.556277618E0,3.358266449E0,6.025869141E0,1.178607205E1
1.358842042E0,1.002390518E1,3.181484070E0,5.696254578E0,1.196026054E1
1.368827042E0,9.851912842E0,3.184777222E0,5.808670807E0,1.187196905E1
1.378812042E0,8.919352112E0,2.635569305E0,5.592819672E0,1.085268167E1
1.388796042E0,8.343649292E0,2.001487885E0,5.263354797E0,1.006604893E1
1.398781042E0,8.951086121E0,1.883832550E0,5.207969971E0,1.052585954E1
1.408766042E0,9.970166931E0,1.914668427E0,5.500611420E0,1.154672723E1
1.418750417E0,1.096140564E1,1.676214294E0,6.081852722E0,1.264717520E1
1.428735417E0,1.126677063E1,1.097068634E0,6.523733826E0,1.306532751E1
1.438719417E0,1.104612946E1,4.638853455E-1,6.490951996E0,1.282047672E1
1.448704417E0,1.056607773E1,-6.750961304E-2,6.073769531E0,1.218758518E1
1.458689417E0,1.024544449E1,-3.360511780E-1,5.470673676E0,1.161939472E1
1.468674417E0,1.024155258E1,-4.484674072E-1,4.707859955E0,1.128071220E1
1.478659417E0,1.032537827E1,-7.637118530E-1,3.783382416E0,1.102318804E1
1.488643417E0,1.035531601E1,-1.296304321E0,2.929707642E0,1.083956463E1
1.498628417E0,1.055769516E1,-1.783990173E0,2.429447937E0,1.097951571E1
1.508613417E0,1.113145203E1,-2.163750458E0,2.185006256E0,1.154838918E1
1.518598417E0,1.131182693E1,-2.323168945E0,2.351011047E0,1.178481207E1
1.528583417E0,1.089599167E1,-1.826651459E0,3.119812317E0,1.148009229E1
1.538567417E0,1.041773621E1,-8.111631775E-1,4.020489349E0,1.119605055E1
1.548552417E0,1.007884094E1,1.431024170E-1,4.416266327E0,1.100485899E1
1.558537417E0,9.419761505E0,9.107061768E-1,4.558320923E0,1.050426495E1
1.568522417E0,8.802744598E0,1.483265533E0,4.479285278E0,9.987611612E0
1.578507417E0,8.523275757E0,1.819466400E0,4.061354370E0,9.615159225E0
1.588491417E0,8.394393768E0,1.893113251E0,3.444786530E0,9.269103449E0
1.598476417E0,8.316405945E0,1.723066864E0,2.966082001E0,8.996066345E0
1.608461417E0,8.205935669E0,1.481469269E0,2.804567871E0,8.797598101E0
1.618446417E0,8.305029602E0,1.304986267E0,2.905009003E0,8.894694101E0
1.628431417E0,8.774303741E0,1.110390930E0,2.875969391E0,9.300138392E0
1.638415417E0,9.523196411E0,8.394543457E-1,2.613115997E0,9.910818770E0
1.648400417E0,1.023721161E1,4.408332825E-1,2.330952759E0,1.050848116E1
1.658385417E0,1.075902649E1,3.457809448E-2,1.942061462E0,1.093295245E1
1.668370417E0,1.126242966E1,-3.207829285E-1,1.410516815E0,1.135494523E1
1.678355417E0,1.158710449E1,-6.773414612E-1,9.672885132E-1,1.164712106E1
1.688340417E0,1.146630569E1,-1.059646454E0,7.144642639E-1,1.153730801E1
1.698324417E0,1.091335556E1,-1.366658020E0,6.083349609E-1,1.101540536E1
1.708309417E0,1.058269318E1,-1.369801483E0,5.493576050E-1,1.068510855E1
1.718294417E0,1.041519150E1,-1.175505524E0,5.933660889E-1,1.049810033E1
1.728279417E0,9.739047546E0,-1.219663696E0,7.222480774E-1,9.841659867E0
1.738264417E0,9.087901611E0,-1.265917511E0,9.536668396E-1,9.225073619E0
1.748248417E0,8.884324951E0,-1.027463379E0,1.312770081E0,9.039373657E0
1.758233417E0,8.986113281E0,-6.258485413E-1,1.467548218E0,9.126643198E0
1.768218417E0,9.062005463E0,-4.276606750E-1,1.424886932E0,9.183307652E0
1.778203417E0,8.956474915E0,-5.867797852E-1,1.372046814E0,9.079937548E0
1.788188417E0,8.671916656E0,-7.453001404E-1,1.342857513E0,8.806865339E0
1.798172417E0,8.347241821E0,-6.459068298E-1,1.198108521E0,8.457488143E0
1.808157417E0,8.010142822E0,-5.716612244E-1,1.021924896E0,8.095277332E0
