"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.474573333E-1,1.655257874E0,1.066532135E0,6.411467285E0,6.707032292E0
6.575233333E-1,2.343526611E0,1.160237274E0,6.306834869E0,6.827476370E0
6.675903333E-1,2.573149109E0,1.333277435E0,6.569239197E0,7.180085562E0
6.776563333E-1,3.254232788E0,1.204245758E0,6.734046478E0,7.575461759E0
6.877233333E-1,3.189417572E0,1.062640228E0,7.415579224E0,8.142014734E0
6.977893333E-1,3.171454926E0,9.912387085E-1,8.047115936E0,8.706133207E0
7.078563333E-1,3.099604340E0,8.222401428E-1,8.468339996E0,9.055186812E0
7.179223333E-1,3.012036438E0,7.089257812E-1,8.653504944E0,9.190108110E0
7.279893333E-1,3.033741302E0,6.056405640E-1,8.596024475E0,9.135755227E0
7.380553333E-1,3.279081116E0,5.182223511E-1,8.565038910E0,9.185903271E0
7.481223333E-1,3.493435364E0,4.290078735E-1,8.627908173E0,9.318204646E0
7.581883333E-1,3.773502960E0,3.781137085E-1,8.751850433E0,9.538195876E0
7.682553333E-1,3.706592102E0,4.200265503E-1,8.906179504E0,9.655841790E0
7.783213333E-1,3.645219727E0,5.165757751E-1,9.028924255E0,9.750689750E0
7.883883333E-1,3.636238403E0,5.077441406E-1,9.175319824E0,9.882637690E0
7.984543333E-1,3.921245728E0,3.817062378E-1,9.442514191E0,1.023146822E1
8.085213333E-1,4.317471771E0,2.429447937E-1,9.831255798E0,1.074025955E1
8.185873333E-1,4.844076691E0,2.534230042E-1,1.020936951E1,1.130312027E1
8.286543333E-1,5.354664917E0,3.863465881E-1,1.004725662E1,1.139162261E1
8.387203333E-1,5.613177338E0,5.902226257E-1,9.690698090E0,1.121453307E1
8.487873333E-1,5.878126373E0,5.854325867E-1,9.200617218E0,1.093373030E1
8.588533333E-1,6.067332916E0,4.083508301E-1,8.951086121E0,1.082133180E1
8.689203333E-1,6.252048798E0,3.257226562E-1,8.997339935E0,1.096112838E1
8.789863333E-1,6.427184601E0,2.055226135E-1,9.058113556E0,1.110857158E1
8.890533333E-1,6.963369598E0,-9.624984741E-2,9.066945190E0,1.143272825E1
8.991193333E-1,7.531288605E0,-4.761598206E-1,8.940308533E0,1.169940823E1
9.091863333E-1,7.941585388E0,-6.801855469E-1,8.585246887E0,1.171485787E1
9.192523333E-1,8.170459442E0,-6.580316162E-1,8.061186676E0,1.149661445E1
9.293193333E-1,8.497678986E0,-5.909710693E-1,7.485334167E0,1.133975408E1
9.393853333E-1,9.026529236E0,-5.490582275E-1,7.088509369E0,1.149028546E1
9.494523333E-1,9.286089478E0,-4.649331665E-1,6.847809906E0,1.154729930E1
9.595183333E-1,9.422306213E0,-4.953199768E-1,6.668333130E0,1.155386788E1
9.695853333E-1,9.589209137E0,-7.794291687E-1,6.528523865E0,1.162678225E1
9.796513333E-1,9.483828278E0,-1.016536102E0,6.569239197E0,1.158150457E1
9.897183333E-1,9.228309631E0,-1.099463654E0,6.751560059E0,1.148712680E1
9.997843333E-1,8.907826080E0,-1.406026154E0,6.918163605E0,1.136605748E1
1.009851333E0,8.520281982E0,-1.632654877E0,6.902745667E0,1.108641803E1
1.019918333E0,8.183182983E0,-1.682800598E0,6.820117493E0,1.078472550E1
1.029984333E0,7.943082275E0,-1.729054413E0,6.998696136E0,1.072678576E1
1.040050333E0,7.944429474E0,-1.819466400E0,7.107370148E0,1.081383965E1
1.050117333E0,8.664581909E0,-1.800006866E0,7.311695251E0,1.147936809E1
1.060184333E0,9.504934387E0,-1.877545624E0,7.705226898E0,1.237899337E1
1.070250333E0,1.014470398E1,-1.954785004E0,8.276139679E0,1.323747299E1
1.080317333E0,1.046608566E1,-1.776655426E0,8.845854950E0,1.381827064E1
1.090383333E0,1.012195129E1,-1.669328613E0,9.151219940E0,1.374719544E1
1.100450333E0,9.592053223E0,-1.773362274E0,9.147477722E0,1.337268288E1
1.110516333E0,9.391620026E0,-1.512454834E0,8.813522186E0,1.296796899E1
1.120583333E0,9.392368469E0,-1.750759277E0,8.163873138E0,1.256704293E1
1.130649333E0,9.502539368E0,-1.804946594E0,7.650889893E0,1.233256676E1
1.140716333E0,9.373807068E0,-1.143621826E0,6.858587494E0,1.167117613E1
1.150782333E0,9.281149750E0,-7.451504517E-1,4.999752960E0,1.056846817E1
1.160849333E0,8.544531555E0,-1.638043671E0,4.633913727E0,9.857249261E0
1.170915333E0,8.614885254E0,-2.382745056E0,5.592669983E0,1.054379815E1
1.180982333E0,9.279203796E0,-1.581012268E0,6.212830353E0,1.127840786E1
